Lap;XTE;Steering;Throttle;Velocity;Acceleration
1;0.05228138;0.05253842;0.2975793;0.1571497;0.1454457
1;0.05225639;0.05253842;0.2975793;0.1714576;0.1571497
1;0.05222033;0.05253842;0.2975793;0.1927135;0.1714576
1;0.05214798;0.02805127;0.3024388;0.2460058;0.2256873
1;0.05211999;0.02805127;0.3024388;0.2530305;0.2460058
1;0.05211999;0.02805127;0.3024388;0.2530305;0.2460058
1;0.05211999;0.02805127;0.3024388;0.2530305;0.2460058
1;0.05211999;0.02805127;0.3024388;0.2530305;0.2460058
1;0.05210456;0.02805127;0.3024388;0.2761576;0.2530305
1;0.05209474;0.1896956;0.3092265;0.3250576;0.3081837
1;0.05209265;0.1896956;0.3092265;0.3381566;0.3250576
1;0.05209265;0.1896956;0.3092265;0.3381566;0.3250576
1;0.05209265;0.1896956;0.3092265;0.3381566;0.3250576
1;0.05209265;0.1896956;0.3092265;0.3381566;0.3250576
1;0.05203706;0.1896956;0.3092265;0.3498256;0.3381566
1;0.05206658;0.1896956;0.3092265;0.4030751;0.3834881
1;0.05207281;0.3115788;0.311447;0.4269587;0.4030751
1;0.05207281;0.3115788;0.311447;0.4269587;0.4030751
1;0.05207281;0.3115788;0.311447;0.4269587;0.4030751
1;0.05207281;0.3115788;0.311447;0.4269587;0.4030751
1;0.05217118;0.3115788;0.311447;0.4711387;0.4316805
1;0.05217219;0.3115788;0.311447;0.4886489;0.4711387
1;0.05217219;0.3115788;0.311447;0.4886489;0.4711387
1;0.05217219;0.3115788;0.311447;0.4886489;0.4711387
1;0.05210114;0.3115788;0.311447;0.518698;0.4886489
1;0.05210114;0.3115788;0.311447;0.518698;0.4886489
1;0.0520963;0.3115788;0.311447;0.5143194;0.518698
1;0.05199311;0.2677534;0.314566;0.5624486;0.5353366
1;0.0519408;0.2677534;0.314566;0.5723544;0.5624486
1;0.0519408;0.2677534;0.314566;0.5723544;0.5624486
1;0.0519408;0.2677534;0.314566;0.5723544;0.5624486
1;0.0519408;0.2677534;0.314566;0.5723544;0.5624486
1;0.05192639;0.1348759;0.3186108;0.6000296;0.5723544
1;0.05189465;0.1348759;0.3186108;0.6288169;0.6252097
1;0.05188049;0.1348759;0.3186108;0.6607401;0.6288169
1;0.05188049;0.1348759;0.3186108;0.6607401;0.6288169
1;0.05188049;0.1348759;0.3186108;0.6607401;0.6288169
1;0.05188049;0.1348759;0.3186108;0.6607401;0.6288169
1;0.0518937;0.09736434;0.3207639;0.6913468;0.6607401
1;0.05175499;0.09736434;0.3207639;0.7191901;0.7010037
1;0.05176655;0.09736434;0.3207639;0.734253;0.7191901
1;0.05176655;0.09736434;0.3207639;0.734253;0.7191901
1;0.05176655;0.09736434;0.3207639;0.734253;0.7191901
1;0.05176655;0.09736434;0.3207639;0.734253;0.7191901
1;0.05180011;0.09736434;0.3207639;0.7564307;0.734253
1;0.05189657;-0.0623694;0.3224795;0.8184697;0.7989799
1;0.05190575;-0.0623694;0.3224795;0.8233187;0.8184697
1;0.05190575;-0.0623694;0.3224795;0.8233187;0.8184697
1;0.05190575;-0.0623694;0.3224795;0.8233187;0.8184697
1;0.05190575;-0.0623694;0.3224795;0.8233187;0.8184697
1;0.05197881;-0.0623694;0.3224795;0.8537607;0.8233187
1;0.05197981;0.01401613;0.2924336;0.8843562;0.8679733
1;0.05194565;0.01401613;0.2924336;0.9076608;0.8843562
1;0.05194565;0.01401613;0.2924336;0.9076608;0.8843562
1;0.05194565;0.01401613;0.2924336;0.9076608;0.8843562
1;0.05194565;0.01401613;0.2924336;0.9076608;0.8843562
1;0.05189532;0.01401613;0.2924336;0.9171008;0.9076608
1;0.05194822;0.04997521;0.3084065;0.9514806;0.9496099
1;0.05199995;0.04997521;0.3084065;0.9766737;0.9514806
1;0.05199995;0.04997521;0.3084065;0.9766737;0.9514806
1;0.05199995;0.04997521;0.3084065;0.9766737;0.9514806
1;0.05199995;0.04997521;0.3084065;0.9766737;0.9514806
1;0.05196145;0.04997521;0.3084065;0.9959437;0.9766737
1;0.05194001;0.1277706;0.3189222;1.035813;1.018388
1;0.05193869;0.1277706;0.3189222;1.06745;1.035813
1;0.05193869;0.1277706;0.3189222;1.06745;1.035813
1;0.05193869;0.1277706;0.3189222;1.06745;1.035813
1;0.05193869;0.1277706;0.3189222;1.06745;1.035813
1;0.05194719;0.1277706;0.3189222;1.070368;1.06745
1;0.05199631;0.09519471;0.331405;1.113448;1.093826
1;0.05204613;0.09519471;0.331405;1.13481;1.113448
1;0.05204613;0.09519471;0.331405;1.13481;1.113448
1;0.05204613;0.09519471;0.331405;1.13481;1.113448
1;0.05204613;0.09519471;0.331405;1.13481;1.113448
1;0.05203258;0.09519471;0.331405;1.144094;1.13481
1;0.05209166;0.08676284;0.3389819;1.204583;1.180854
1;0.0520739;0.08676284;0.3389819;1.211253;1.204583
1;0.0520739;0.08676284;0.3389819;1.211253;1.204583
