Lap;XTE;Steering;Throttle;Velocity;Acceleration
1;0.05232863;-0.1554906;0.2874677;0.1593732;0.1414891
1;0.05218075;-0.1554906;0.2874677;0.1853736;0.1921661
1;0.05217255;-0.1554906;0.2874677;0.1947427;0.1853736
1;0.05217255;-0.1554906;0.2874677;0.1947427;0.1853736
1;0.05217255;-0.1554906;0.2874677;0.1947427;0.1853736
1;0.05217255;-0.1554906;0.2874677;0.1947427;0.1853736
1;0.05207863;-0.3151657;0.2905549;0.2654631;0.2561588
1;0.05163932;-0.5463047;0.2922384;0.347551;0.336744
1;0.05150397;-0.5463047;0.2922384;0.4060988;0.3713566
1;0.05145492;-0.5463047;0.2922384;0.4252647;0.4060988
1;0.05145941;-0.5463047;0.2922384;0.4400418;0.4252647
1;0.05145941;-0.5463047;0.2922384;0.4400418;0.4252647
1;0.05139621;-0.5463047;0.2922384;0.4523913;0.4400418
1;0.05139621;-0.5463047;0.2922384;0.4523913;0.4400418
1;0.05139621;-0.5463047;0.2922384;0.4523913;0.4400418
1;0.05121217;-0.6221172;0.2925483;0.4957384;0.4763907
1;0.0510991;-0.6221172;0.2925483;0.5084615;0.4957384
1;0.0510991;-0.6221172;0.2925483;0.5084615;0.4957384
1;0.0510991;-0.6221172;0.2925483;0.5084615;0.4957384
1;0.05103055;-0.6221172;0.2925483;0.5152634;0.5084615
1;0.05103055;-0.6221172;0.2925483;0.5152634;0.5084615
1;0.05069182;-0.6746386;0.293334;0.5596809;0.5517536
1;0.05060101;-0.6746386;0.293334;0.5897077;0.5596809
1;0.05060101;-0.6746386;0.293334;0.5897077;0.5596809
1;0.05060101;-0.6746386;0.293334;0.5897077;0.5596809
1;0.05046853;-0.6746386;0.293334;0.6192569;0.5897077
1;0.05046853;-0.6746386;0.293334;0.6192569;0.5897077
1;0.05012182;-0.7064738;0.2938063;0.6342654;0.6192378
1;0.04997793;-0.7064738;0.2938063;0.6608174;0.6342654
1;0.04997793;-0.7064738;0.2938063;0.6608174;0.6342654
1;0.04997793;-0.7064738;0.2938063;0.6608174;0.6342654
1;0.04975838;-0.7064738;0.2938063;0.6542539;0.6608174
1;0.04975838;-0.7064738;0.2938063;0.6542539;0.6608174
1;0.04926427;-1.082284;0.297171;0.7134649;0.709595
1;0.04908802;-1.082284;0.297171;0.7281633;0.7134649
1;0.04908802;-1.082284;0.297171;0.7281633;0.7134649
1;0.04908802;-1.082284;0.297171;0.7281633;0.7134649
1;0.04885924;-1.082284;0.297171;0.7511887;0.7281633
1;0.04885924;-1.082284;0.297171;0.7511887;0.7281633
1;0.04813165;-1.073865;0.2986452;0.7913055;0.7711927
1;0.04789531;-1.073865;0.2986452;0.8154882;0.7913055
1;0.04789531;-1.073865;0.2986452;0.8154882;0.7913055
1;0.04789531;-1.073865;0.2986452;0.8154882;0.7913055
1;0.04763477;-1.073865;0.2986452;0.8279642;0.8154882
1;0.04763477;-1.073865;0.2986452;0.8279642;0.8154882
1;0.04681547;-0.8796318;0.2977311;0.868504;0.8667921
1;0.04650155;-0.8796318;0.2977311;0.8782117;0.868504
1;0.04650155;-0.8796318;0.2977311;0.8782117;0.868504
1;0.04650155;-0.8796318;0.2977311;0.8782117;0.868504
1;0.04618191;-0.8796318;0.2977311;0.8910494;0.8782117
1;0.04618191;-0.8796318;0.2977311;0.8910494;0.8782117
1;0.04520629;-0.8854395;0.3014483;0.934522;0.9393693
1;0.04487568;-0.8854395;0.3014483;0.9580634;0.934522
1;0.04487568;-0.8854395;0.3014483;0.9580634;0.934522
1;0.04487568;-0.8854395;0.3014483;0.9580634;0.934522
1;0.0445158;-0.8854395;0.3014483;0.967548;0.9580634
1;0.0445158;-0.8854395;0.3014483;0.967548;0.9580634
1;0.04424226;-0.8854395;0.3014483;0.982286;0.967548
1;0.0432254;-0.4989361;0.2987071;1.01382;1.002735
1;0.04289731;-0.4989361;0.2987071;1.033409;1.01382
1;0.04289731;-0.4989361;0.2987071;1.033409;1.01382
1;0.04289731;-0.4989361;0.2987071;1.033409;1.01382
1;0.04289731;-0.4989361;0.2987071;1.033409;1.01382
1;0.04183703;-0.4989361;0.2987071;1.086433;1.074193
1;0.04150644;-0.4989361;0.2987071;1.095928;1.086433
1;0.04150644;-0.2198531;0.2979926;1.095928;1.086433
1;0.04150644;-0.2198531;0.2979926;1.095928;1.086433
1;0.04112648;-0.2198531;0.2979926;1.095551;1.095928
1;0.04112648;-0.2198531;0.2979926;1.095551;1.095928
1;0.04023995;-0.2198531;0.2979926;1.147843;1.135019
1;0.03990958;-0.2198531;0.2979926;1.159496;1.147843
1;0.03990958;-0.2198531;0.2979926;1.159496;1.147843
1;0.03990958;-0.1538544;0.2958681;1.159496;1.147843
1;0.03956731;-0.1538544;0.2958681;1.171315;1.159496
1;0.03956731;-0.1538544;0.2958681;1.171315;1.159496
1;0.03861853;-0.1538544;0.2958681;1.20886;1.218077
1;0.03831641;-0.1538544;0.2958681;1.242435;1.20886
1;0.03831641;-0.1538544;0.2958681;1.242435;1.20886
1;0.03831641;-0.1538544;0.2958681;1.242435;1.20886
1;0.03804773;-0.1538544;0.2958681;1.240057;1.242435
1;0.03804773;-0.07499522;0.2952406;1.240057;1.242435
1;0.03775457;-0.07499522;0.2952406;1.267121;1.240057
1;0.0367762;-0.07499522;0.2952406;1.305364;1.287428
1;0.036467;-0.07499522;0.2952406;1.321317;1.305364
1;0.036467;-0.07499522;0.2952406;1.321317;1.305364
1;0.036467;-0.07499522;0.2952406;1.321317;1.305364
1;0.036467;-0.106336;0.2938103;1.321317;1.305364
1;0.03553126;-0.106336;0.2938103;1.348427;1.338713
1;0.03524737;-0.106336;0.2938103;1.3679;1.348427
1;0.03524737;-0.106336;0.2938103;1.3679;1.348427
1;0.03524737;-0.106336;0.2938103;1.3679;1.348427
1;0.03493308;-0.106336;0.2938103;1.394807;1.3679
1;0.03493308;-0.106336;0.2938103;1.394807;1.3679
1;0.03406975;-0.250191;0.2954496;1.433877;1.389861
1;0.03376717;-0.250191;0.2954496;1.427722;1.433877
1;0.03376717;-0.250191;0.2954496;1.427722;1.433877
1;0.03376717;-0.250191;0.2954496;1.427722;1.433877
1;0.03336067;-0.250191;0.2954496;1.458391;1.427722
1;0.03336067;-0.250191;0.2954496;1.458391;1.427722
1;0.03221239;-0.250191;0.2954496;1.502329;1.461387
1;0.03177862;-0.250191;0.2954496;1.499852;1.502329
1;0.03177862;-0.250191;0.2954496;1.499852;1.502329
1;0.03177862;-0.250191;0.2954496;1.499852;1.502329
1;0.03143241;0.0486818;0.2926641;1.518171;1.499852
1;0.03143241;0.0486818;0.2926641;1.518171;1.499852
1;0.03021643;0.1966565;0.293877;1.546886;1.549261
1;0.02986898;0.1966565;0.293877;1.57515;1.546886
1;0.02986898;0.1966565;0.293877;1.57515;1.546886
1;0.02986898;0.1966565;0.293877;1.57515;1.546886
1;0.02947534;0.1966565;0.293877;1.586744;1.57515
1;0.02947534;0.1966565;0.293877;1.586744;1.57515
1;0.02843013;0.1966565;0.293877;1.614198;1.602219
1;0.02804438;0.1966565;0.293877;1.640413;1.614198
1;0.02804438;0.1966565;0.293877;1.640413;1.614198
1;0.02804438;0.1966565;0.293877;1.640413;1.614198
1;0.02771487;0.1966565;0.293877;1.624459;1.640413
1;0.02771487;0.1966565;0.293877;1.624459;1.640413
1;0.02737543;0.1966565;0.293877;1.674783;1.624459
1;0.02650372;0.1869306;0.2955334;1.690983;1.692939
1;0.02610428;0.1869306;0.2955334;1.704832;1.690983
1;0.02610428;0.1869306;0.2955334;1.704832;1.690983
1;0.02610428;0.1869306;0.2955334;1.704832;1.690983
1;0.02610428;0.1869306;0.2955334;1.704832;1.690983
1;0.02530471;0.1869306;0.2955334;1.747292;1.731301
1;0.0249461;0.03162509;0.2949018;1.757998;1.747292
1;0.0249461;0.03162509;0.2949018;1.757998;1.747292
1;0.0249461;0.03162509;0.2949018;1.757998;1.747292
1;0.02471879;0.03162509;0.2949018;1.769804;1.757998
1;0.02471879;0.03162509;0.2949018;1.769804;1.757998
1;0.02373069;0.03162509;0.2949018;1.810596;1.796521
1;0.02347792;0.03162509;0.2949018;1.821415;1.810596
1;0.02347792;-0.2218811;0.290409;1.821415;1.810596
1;0.02347792;-0.2218811;0.290409;1.821415;1.810596
1;0.02307051;-0.2218811;0.290409;1.835006;1.821415
1;0.02307051;-0.2218811;0.290409;1.835006;1.821415
1;0.02202637;-0.2218811;0.290409;1.871486;1.855105
1;0.02153034;-0.2218811;0.290409;1.885636;1.871486
1;0.02153034;-0.2218811;0.290409;1.885636;1.871486
1;0.02153034;-0.2218811;0.290409;1.885636;1.871486
1;0.02116766;-0.2218811;0.290409;1.888487;1.885636
1;0.02116766;-0.2218811;0.290409;1.888487;1.885636
1;0.01966258;-0.2218811;0.290409;1.931479;1.917299
1;0.01921613;-0.2218811;0.290409;1.940465;1.931479
1;0.01921613;-0.2218811;0.290409;1.940465;1.931479
1;0.01921613;-0.2218811;0.290409;1.940465;1.931479
1;0.01860714;-0.2218811;0.290409;1.95465;1.940465
1;0.01860714;-0.5221938;0.2915131;1.95465;1.940465
1;0.01696417;-0.5221938;0.2915131;1.989621;1.976408
1;0.01627798;-0.5221938;0.2915131;2.000082;1.989621
1;0.01627798;-0.5221938;0.2915131;2.000082;1.989621
1;0.01627798;-0.5221938;0.2915131;2.000082;1.989621
1;0.01573055;-0.5221938;0.2915131;2.013221;2.000082
1;0.01573055;-0.5221938;0.2915131;2.013221;2.000082
1;0.01365036;-0.4526855;0.2884033;2.048717;2.036553
1;0.0130348;-0.4526855;0.2884033;2.0603;2.048717
1;0.0130348;-0.4526855;0.2884033;2.0603;2.048717
1;0.01224059;-0.4526855;0.2884033;2.068538;2.0603
1;0.01224059;-0.4526855;0.2884033;2.068538;2.0603
1;0.01159876;-0.4526855;0.2884033;2.081108;2.068538
1;0.01008321;-0.5976425;0.2941213;2.104814;2.093574
1;0.009223776;-0.5976425;0.2941213;2.115272;2.104814
1;0.009223776;-0.5976425;0.2941213;2.115272;2.104814
1;0.008517814;-0.5976425;0.2941213;2.129788;2.115272
1;0.008517814;-0.5976425;0.2941213;2.129788;2.115272
1;0.008517814;-0.5976425;0.2941213;2.129788;2.115272
1;0.007622312;-0.5976425;0.2941213;2.140852;2.129788
1;0.005163418;-0.6256934;0.2955462;2.17692;2.163188
1;0.004195752;-0.6256934;0.2955462;2.187815;2.17692
1;0.004195752;-0.6256934;0.2955462;2.187815;2.17692
1;0.004195752;-0.6256934;0.2955462;2.187815;2.17692
1;0.004195752;-0.6256934;0.2955462;2.187815;2.17692
1;0.001512631;-0.6065797;0.2944327;2.223351;2.21006
1;0.0004706885;-0.6065797;0.2944327;2.234028;2.223351
1;0.0004706885;-0.6065797;0.2944327;2.234028;2.223351
1;0.0004706885;-0.6065797;0.2944327;2.234028;2.223351
1;-0.0004238715;-0.6065797;0.2944327;2.246316;2.234028
1;-0.0004238715;-0.6065797;0.2944327;2.246316;2.234028
1;-0.003557551;-0.6303778;0.2946923;2.280137;2.269557
1;-0.004531046;-0.6303778;0.2946923;2.292721;2.280137
1;-0.004531046;-0.6303778;0.2946923;2.292721;2.280137
1;-0.004531046;-0.6303778;0.2946923;2.292721;2.280137
1;-0.005689037;-0.6303778;0.2946923;2.303054;2.292721
1;-0.005689037;-0.6303778;0.2946923;2.303054;2.292721
1;-0.008954323;-0.6303778;0.2946923;2.338648;2.325905
1;-0.0101987;-0.7897525;0.2935978;2.348609;2.338648
1;-0.0101987;-0.7897525;0.2935978;2.348609;2.338648
1;-0.0101987;-0.7897525;0.2935978;2.348609;2.338648
1;-0.01130763;-0.7897525;0.2935978;2.36134;2.348609
1;-0.01130763;-0.7897525;0.2935978;2.36134;2.348609
1;-0.01511878;-0.7897525;0.2935978;2.393631;2.383944
1;-0.0163819;-1.633075;0.3028225;2.406859;2.393631
1;-0.0163819;-1.633075;0.3028225;2.406859;2.393631
1;-0.0163819;-1.633075;0.3028225;2.406859;2.393631
1;-0.01786369;-1.633075;0.3028225;2.416675;2.406859
1;-0.01786369;-1.633075;0.3028225;2.416675;2.406859
1;-0.0223967;-1.633075;0.3028225;2.453678;2.439885
1;-0.02411211;-0.6285019;0.2964722;2.462857;2.453678
1;-0.02411211;-0.6285019;0.2964722;2.462857;2.453678
1;-0.02411211;-0.6285019;0.2964722;2.462857;2.453678
1;-0.0257175;-0.6285019;0.2964722;2.476202;2.462857
1;-0.0257175;-0.6285019;0.2964722;2.476202;2.462857
1;-0.03107589;-0.6285019;0.2964722;2.508043;2.498652
1;-0.03281899;-0.6285019;0.2964722;2.520973;2.508043
1;-0.03281899;-0.6285019;0.2964722;2.520973;2.508043
1;-0.03281899;-0.6285019;0.2964722;2.520973;2.508043
1;-0.03472984;-0.6285019;0.2964722;2.530492;2.520973
1;-0.03649451;-0.4032148;0.2911625;2.542949;2.530492
1;-0.04017321;-0.4032148;0.2911625;2.56452;2.552315
1;-0.04207901;-0.4032148;0.2911625;2.573969;2.56452
1;-0.04207901;-0.4032148;0.2911625;2.573969;2.56452
1;-0.04207901;-0.4032148;0.2911625;2.573969;2.56452
1;-0.04383241;-0.4032148;0.2911625;2.586046;2.573969
1;-0.04383241;-0.2686291;0.2896459;2.586046;2.573969
1;-0.04929126;-0.2686291;0.2896459;2.61668;2.607333
1;-0.05098924;-0.2686291;0.2896459;2.628564;2.61668
1;-0.05098924;-0.2686291;0.2896459;2.628564;2.61668
1;-0.05098924;-0.2686291;0.2896459;2.628564;2.61668
1;-0.05281525;-0.2686291;0.2896459;2.637806;2.628564
1;-0.0544774;0.01347387;0.2884509;2.649649;2.637806
1;-0.05788613;0.01347387;0.2884509;2.670568;2.658733
1;-0.05963413;0.01347387;0.2884509;2.679543;2.670568
1;-0.05963413;0.01347387;0.2884509;2.679543;2.670568
1;-0.05963413;0.01347387;0.2884509;2.679543;2.670568
1;-0.06123257;0.01347387;0.2884509;2.691428;2.679543
1;-0.06123257;0.01347387;0.2884509;2.691428;2.679543
1;-0.06615236;0.2961931;0.2891667;2.721027;2.712227
1;-0.06766418;0.2961931;0.2891667;2.732977;2.721027
1;-0.06766418;0.2961931;0.2891667;2.732977;2.721027
1;-0.06766418;0.2961931;0.2891667;2.732977;2.721027
1;-0.06928757;0.2961931;0.2891667;2.741661;2.732977
1;-0.07076282;0.2961931;0.2891667;2.753658;2.741661
1;-0.07379272;0.2961931;0.2891667;2.774269;2.762205
1;-0.07535283;0.2048098;0.2893371;2.782662;2.774269
1;-0.07535283;0.2048098;0.2893371;2.782662;2.774269
1;-0.07677805;0.2048098;0.2893371;2.794843;2.782662
1;-0.07677805;0.2048098;0.2893371;2.794843;2.782662
1;-0.07677805;0.2048098;0.2893371;2.794843;2.782662
1;-0.0812332;0.3246893;0.2849675;2.822653;2.814847
1;-0.08262084;0.3246893;0.2849675;2.834759;2.822653
1;-0.08262084;0.3246893;0.2849675;2.834759;2.822653
1;-0.08412249;0.3246893;0.2849675;2.842404;2.834759
1;-0.08412249;0.3246893;0.2849675;2.842404;2.834759
1;-0.08412249;0.3246893;0.2849675;2.842404;2.834759
1;-0.08830035;0.5051725;0.2788721;2.873296;2.861456
1;-0.08974224;0.5051725;0.2788721;2.880401;2.873296
1;-0.08974224;0.5051725;0.2788721;2.880401;2.873296
1;-0.08974224;0.5051725;0.2788721;2.880401;2.873296
1;-0.09105279;0.5051725;0.2788721;2.892273;2.880401
1;-0.09105279;0.5051725;0.2788721;2.892273;2.880401
1;-0.09510103;0.5166635;0.2765256;2.917641;2.910935
1;-0.09633745;0.5166635;0.2765256;2.929541;2.917641
1;-0.09766109;0.5166635;0.2765256;2.936034;2.929541
1;-0.09766109;0.5166635;0.2765256;2.936034;2.929541
1;-0.09766109;0.5166635;0.2765256;2.936034;2.929541
1;-0.09766109;0.5166635;0.2765256;2.936034;2.929541
1;-0.1012904;0.5166635;0.2765256;2.96666;2.954306
1;-0.1025156;0.6854884;0.2736304;2.972296;2.96666
1;-0.103613;0.6854884;0.2736304;2.984848;2.972296
1;-0.103613;0.6854884;0.2736304;2.984848;2.972296
1;-0.103613;0.6854884;0.2736304;2.984848;2.972296
1;-0.103613;0.6854884;0.2736304;2.984848;2.972296
1;-0.1069221;0.6854884;0.2736304;3.007544;3.003025
1;-0.1079038;0.6854884;0.2736304;3.021099;3.007544
1;-0.108902;1.403784;0.2754525;3.02515;3.021099
1;-0.108902;1.403784;0.2754525;3.02515;3.021099
1;-0.108902;1.403784;0.2754525;3.02515;3.021099
1;-0.108902;1.403784;0.2754525;3.02515;3.021099
1;-0.1113334;1.403784;0.2754525;3.056451;3.043083
1;-0.1120531;1.403784;0.2754525;3.061085;3.056451
1;-0.1126653;0.4407291;0.2688414;3.073736;3.061085
1;-0.1126653;0.4407291;0.2688414;3.073736;3.061085
1;-0.1126653;0.4407291;0.2688414;3.073736;3.061085
1;-0.1133149;0.4407291;0.2688414;3.078279;3.073736
1;-0.1144206;0.4407291;0.2688414;3.095374;3.090665
1;-0.1148935;0.4407291;0.2688414;3.107471;3.095374
1;-0.1148935;0.4407291;0.2688414;3.107471;3.095374
1;-0.1148935;0.4407291;0.2688414;3.107471;3.095374
1;-0.1154179;0.4407291;0.2688414;3.112425;3.107471
1;-0.1154179;2.706713;0.2704105;3.112425;3.107471
1;-0.1160986;2.706713;0.2704105;3.1393;3.128989
1;-0.1161332;2.706713;0.2704105;3.145998;3.1393
1;-0.1159644;2.706713;0.2704105;3.155481;3.145998
1;-0.1159644;2.706713;0.2704105;3.155481;3.145998
1;-0.1159644;2.706713;0.2704105;3.155481;3.145998
1;-0.1159644;2.706713;0.2704105;3.155481;3.145998
1;-0.1143114;3.662653;0.2745849;3.179563;3.171517
1;-0.1132684;3.662653;0.2745849;3.187991;3.179563
1;-0.1132684;3.662653;0.2745849;3.187991;3.179563
1;-0.1132684;3.662653;0.2745849;3.187991;3.179563
1;-0.1120379;3.662653;0.2745849;3.196414;3.187991
1;-0.1104968;3.662653;0.2745849;3.204622;3.196414
1;-0.1065461;4.599451;0.2718409;3.220154;3.212596
1;-0.1041433;4.599451;0.2718409;3.228574;3.220154
1;-0.1013814;4.599451;0.2718409;3.236176;3.228574
1;-0.1013814;4.599451;0.2718409;3.236176;3.228574
1;-0.1013814;4.599451;0.2718409;3.236176;3.228574
1;-0.09836403;4.599451;0.2718409;3.244635;3.236176
1;-0.09127187;5.114381;0.2811944;3.261244;3.252537
1;-0.08721165;5.114381;0.2811944;3.269531;3.261244
1;-0.08721165;5.114381;0.2811944;3.269531;3.261244
1;-0.08287438;5.114381;0.2811944;3.27804;3.269531
1;-0.08287438;5.114381;0.2811944;3.27804;3.269531
1;-0.08287438;5.114381;0.2811944;3.27804;3.269531
1;-0.06761337;5.887536;0.2952302;3.305272;3.295574
1;-0.06184751;5.887536;0.2952302;3.313366;3.305272
1;-0.06184751;5.887536;0.2952302;3.313366;3.305272
1;-0.06184751;5.887536;0.2952302;3.313366;3.305272
1;-0.05569608;5.887536;0.2952302;3.324138;3.313366
1;-0.05569608;5.887536;0.2952302;3.324138;3.313366
1;-0.03509311;6.22923;0.294975;3.34846;3.342587
1;-0.02748643;6.22923;0.294975;3.360212;3.34846
1;-0.02748643;6.22923;0.294975;3.360212;3.34846
1;-0.02748643;6.22923;0.294975;3.360212;3.34846
1;-0.01952904;6.22923;0.294975;3.367184;3.360212
1;-0.01952904;6.22923;0.294975;3.367184;3.360212
1;-0.01120343;6.22923;0.294975;3.377388;3.367184
1;0.01599198;6.475606;0.2907267;3.402806;3.394317
1;-0.01004461;6.475606;0.2907267;3.411545;3.402806
1;-0.01004461;6.475606;0.2907267;3.411545;3.402806
1;-0.01004461;6.475606;0.2907267;3.411545;3.402806
1;-0.01004461;6.475606;0.2907267;3.411545;3.402806
1;-0.02179864;6.475606;0.2907267;3.437421;3.428808
1;-0.02503563;6.636307;0.2840057;3.44561;3.437421
1;-0.02503563;6.636307;0.2840057;3.44561;3.437421
1;-0.02503563;6.636307;0.2840057;3.44561;3.437421
1;-0.0279278;6.636307;0.2840057;3.453742;3.44561
1;-0.03047333;6.636307;0.2840057;3.4619;3.453742
1;-0.03451657;6.636307;0.2840057;3.478169;3.470039
1;-0.03596624;7.331951;0.2890241;3.485977;3.478169
1;-0.03596624;7.331951;0.2890241;3.485977;3.478169
1;-0.03596624;7.331951;0.2890241;3.485977;3.478169
1;-0.03702398;7.331951;0.2890241;3.493993;3.485977
1;-0.03702398;7.331951;0.2890241;3.493993;3.485977
1;-0.03778738;7.331951;0.2890241;3.518332;3.510203
1;-0.03721064;7.331951;0.2890241;3.52646;3.518332
1;-0.03721064;7.331951;0.2890241;3.52646;3.518332
1;-0.03721064;7.331951;0.2890241;3.52646;3.518332
1;-0.03619981;7.435565;0.2733542;3.533765;3.52646
1;-0.03619981;7.435565;0.2733542;3.533765;3.52646
1;-0.03051882;7.435565;0.2733542;3.555352;3.548153
1;-0.02772965;7.435565;0.2733542;3.562546;3.555352
1;-0.02772965;7.435565;0.2733542;3.562546;3.555352
1;-0.02772965;7.435565;0.2733542;3.562546;3.555352
1;-0.02448889;7.435565;0.2733542;3.569729;3.562546
1;-0.02448889;8.171799;0.2834521;3.569729;3.562546
1;-0.01179119;8.171799;0.2834521;3.59135;3.583979
1;-0.00656514;8.171799;0.2834521;3.598775;3.59135
1;-0.00656514;8.171799;0.2834521;3.598775;3.59135
1;-0.00656514;8.171799;0.2834521;3.598775;3.59135
1;-0.0008323662;8.171799;0.2834521;3.606221;3.598775
1;-0.0008323662;8.339907;0.2845888;3.606221;3.598775
1;0.01951123;8.339907;0.2845888;3.628413;3.62098
1;0.02735058;8.339907;0.2845888;3.635856;3.628413
1;0.02735058;8.339907;0.2845888;3.635856;3.628413
1;0.02735058;8.339907;0.2845888;3.635856;3.628413
1;0.03572439;8.339907;0.2845888;3.6433;3.635856
1;0.0446329;8.339907;0.2845888;3.650742;3.6433
1;0.06406814;8.408885;0.2789517;3.664925;3.657851
1;0.07460124;8.539095;0.2778557;3.671833;3.664925
1;0.07460124;8.539095;0.2778557;3.671833;3.664925
1;0.07460124;8.539095;0.2778557;3.671833;3.664925
1;0.0856782;8.539095;0.2778557;3.678768;3.671833
1;0.0856782;8.539095;0.2778557;3.678768;3.671833
1;0.1221739;8.539095;0.2778557;3.699623;3.692674
1;0.135428;8.539095;0.2778557;3.706564;3.699623
1;0.135428;8.539095;0.2778557;3.706564;3.699623
1;0.135428;8.539095;0.2778557;3.706564;3.699623
1;0.1492269;8.539095;0.2778557;3.713493;3.706564
1;0.1635709;8.539095;0.2778557;3.72041;3.713493
1;0.1938929;8.539095;0.2778557;3.734199;3.727312
1;0.2099592;9.97463;0.2816036;3.739563;3.734199
1;0.2099592;9.97463;0.2816036;3.739563;3.734199
1;0.2099592;9.97463;0.2816036;3.739563;3.734199
1;0.2266455;9.97463;0.2816036;3.745499;3.739563
1;0.2266455;9.97463;0.2816036;3.745499;3.739563
1;0.2805061;9.97463;0.2816036;3.764474;3.758065
1;0.2049899;9.97463;0.2816036;3.770908;3.764474
1;0.2049899;9.97463;0.2816036;3.770908;3.764474
1;0.2049899;9.97463;0.2816036;3.770908;3.764474
1;0.1913841;10.35821;0.282886;3.777351;3.770908
1;0.1913841;10.35821;0.282886;3.777351;3.770908
1;0.1546036;10.35821;0.282886;3.795812;3.789549
1;0.143708;10.35821;0.282886;3.802118;3.795812
1;0.143708;10.35821;0.282886;3.802118;3.795812
1;0.143708;10.35821;0.282886;3.802118;3.795812
1;0.133506;10.35821;0.282886;3.808449;3.802118
1;0.133506;10.12404;0.2876274;3.808449;3.802118
1;0.1070077;10.12404;0.2876274;3.828903;3.822126
1;0.09954727;10.12404;0.2876274;3.835662;3.828903
1;0.09954727;10.12404;0.2876274;3.835662;3.828903
1;0.09954727;10.12404;0.2876274;3.835662;3.828903
1;0.09276853;10.12404;0.2876274;3.842412;3.835662
1;0.09276853;11.05946;0.2852471;3.842412;3.835662
1;0.07685021;11.05946;0.2852471;3.859496;3.853531
1;0.0730042;11.05946;0.2852471;3.865566;3.859496
1;0.0730042;11.05946;0.2852471;3.865566;3.859496
1;0.0730042;11.05946;0.2852471;3.865566;3.859496
1;0.06989644;11.05946;0.2852471;3.871687;3.865566
1;0.06989644;11.05946;0.2852471;3.871687;3.865566
1;0.0650658;11.03172;0.266582;3.887324;3.882162
1;0.06496634;11.03172;0.266582;3.892478;3.887324
1;0.06496634;11.03172;0.266582;3.892478;3.887324
1;0.06496634;11.03172;0.266582;3.892478;3.887324
1;0.06562641;11.03172;0.266582;3.897623;3.892478
1;0.06562641;11.03172;0.266582;3.897623;3.892478
1;0.07217944;11.03172;0.266582;3.912999;3.907883
1;0.07589078;11.03172;0.266582;3.918105;3.912999
1;0.07589078;11.03172;0.266582;3.918105;3.912999
1;0.07589078;10.99226;0.2748777;3.918105;3.912999
1;0.08036203;10.99226;0.2748777;3.92364;3.918105
1;0.08036203;10.99226;0.2748777;3.92364;3.918105
1;0.09836233;11.0452;0.2709542;3.939533;3.934247
1;0.1058911;11.0452;0.2709542;3.94481;3.939533
1;0.1058911;11.0452;0.2709542;3.94481;3.939533
1;0.1058911;11.0452;0.2709542;3.94481;3.939533
1;0.114187;11.0452;0.2709542;3.950077;3.94481
1;0.114187;11.0452;0.2709542;3.950077;3.94481
1;0.1436137;10.86849;0.2707126;3.966297;3.960954
1;0.1549393;10.86849;0.2707126;3.971605;3.966297
1;0.1549393;10.86849;0.2707126;3.971605;3.966297
1;0.1549393;10.86849;0.2707126;3.971605;3.966297
1;0.1670243;10.86849;0.2707126;3.976885;3.971605
1;0.1670243;10.86849;0.2707126;3.976885;3.971605
1;0.2078912;11.00776;0.2767516;3.993102;3.987663
1;0.2230535;11.00776;0.2767516;3.998537;3.993102
1;0.2230535;11.00776;0.2767516;3.998537;3.993102
1;0.2230535;11.00776;0.2767516;3.998537;3.993102
1;0.2389908;11.00776;0.2767516;4.00396;3.998537
1;0.2389908;11.00776;0.2767516;4.00396;3.998537
1;0.2914886;11.00776;0.2767516;4.020119;4.014752
1;0.2164315;11.20831;0.2828815;4.025463;4.020119
1;0.2164315;11.20831;0.2828815;4.025463;4.020119
1;0.2164315;11.20831;0.2828815;4.025463;4.020119
1;0.2022319;11.20831;0.2828815;4.030918;4.025463
1;0.1888044;11.20831;0.2828815;4.036398;4.030918
1;0.1642962;11.20831;0.2828815;4.047359;4.041882
1;0.1532296;11.20831;0.2828815;4.052823;4.047359
1;0.1532296;11.20831;0.2828815;4.052823;4.047359
1;0.1429628;11.20831;0.2828815;4.058273;4.052823
1;0.1429628;11.20831;0.2828815;4.058273;4.052823
1;0.1429628;11.20831;0.2828815;4.058273;4.052823
1;0.1169013;10.92913;0.2929971;4.076984;4.070817
1;0.1098093;10.92913;0.2929971;4.083103;4.076984
1;0.1098093;10.92913;0.2929971;4.083103;4.076984
1;0.1098093;10.92913;0.2929971;4.083103;4.076984
1;0.1035168;10.92913;0.2929971;4.08919;4.083103
1;0.1035168;11.80053;0.2917404;4.08919;4.083103
1;0.08980694;11.80053;0.2917404;4.104121;4.098884
1;0.0869616;11.80053;0.2917404;4.109454;4.104121
1;0.0869616;11.80053;0.2917404;4.109454;4.104121
1;0.0869616;11.80053;0.2917404;4.109454;4.104121
1;0.08499924;11.80053;0.2917404;4.114827;4.109454
